"fips_state","state_code","state_name","group","vaxx_count","pct_of_vaxx_total","pct_of_vaxx_known","vaxx_total","vaccination_rate","state_residents","pct_of_state"
"37","NC","North Carolina","raceeth_aian",31684,0.00729806793763243,0.00801887437113691,4341423,0.278489245941409,113771,0.0108476438594504
"37","NC","North Carolina","raceeth_asian",161639,0.037231801646603,0.040909065600183,4341423,0.525884450459713,307366,0.0293062107435448
"37","NC","North Carolina","raceeth_black",696545,0.160441633998806,0.1762879323584,4341423,0.314570942116363,2214270,0.211122450964352
"37","NC","North Carolina","raceeth_hispanic",282238,0.065010481586337,0.0714313554084377,4341423,0.27589382157293,1022995,0.0975387878281677
"37","NC","North Carolina","raceeth_nhpi",3592,0.000827378488573908,0.000909095970872484,4341423,0.717969218468919,5003,0.00047701753723559
"37","NC","North Carolina","raceeth_other",79044,0.0182069335330835,0.0200051731407697,4341423,0.290015446650352,272551,0.0259867293206271
"37","NC","North Carolina","raceeth_unknown",390245,0.0898887300316048,,4341423,,,
"37","NC","North Carolina","raceeth_white",2696436,0.621094972777359,0.6824385031502,4341423,0.411535916270256,6552128,0.624721159746623
"38","ND","North Dakota","raceeth_aian",13133,0.0399895253204064,0.0639685539492655,328411,0.344120113195682,38164,0.0500799147575919
"38","ND","North Dakota","raceeth_asian",4120,0.0125452557922847,0.020067801893777,328411,0.38758231420508,10630,0.0139489962758936
"38","ND","North Dakota","raceeth_black",3946,0.0120154318826105,0.0192202782215641,328411,0.181358580751907,21758,0.0285514826877603
"38","ND","North Dakota","raceeth_hispanic",4554,0.0138667706014719,0.0221817402486069,328411,0.149380043298563,30486,0.0400046190467442
"38","ND","North Dakota","raceeth_nhpi",287,0.000873904954462548,0.00139792697658107,328411,0.102793696275072,2792,0.0036637438948537
"38","ND","North Dakota","raceeth_other",9424,0.0286957501423521,0.0459026614191638,328411,0.451860375911009,20856,0.0273678519595518
"38","ND","North Dakota","raceeth_unknown",123107,0.374856506024463,,328411,,,
"38","ND","North Dakota","raceeth_white",169840,0.517156855281949,0.827261037291042,328411,0.266467516818958,637376,0.836383391377604
"39","OH","Ohio","raceeth_aian",7346,0.00145593180229929,0.00193945653502599,5045566,0.455961765253553,16111,0.00137829259737704
"39","OH","Ohio","raceeth_asian",129825,0.0257305126917377,0.0342757888183704,5045566,0.475168271606294,273219,0.0233738268985636
